stop_id,stop_name,stop_lat,stop_lon,hour,day_of_week,is_rush_hour,is_weekend,crowd_level_code,crowd_level
31584,Venugopala Nagara,13.03975,77.49408,10,6,0,1,0,Low
31584,Venugopala Nagara,13.03975,77.49408,16,3,0,0,1,Medium
31584,Venugopala Nagara,13.03975,77.49408,22,0,0,0,1,Medium
20796,Govt Soap Factory,13.01309,77.55438,16,5,0,1,0,Low
20796,Govt Soap Factory,13.01309,77.55438,19,4,1,0,2,High
20796,Govt Soap Factory,13.01309,77.55438,20,4,0,0,0,Low
35265,Havanur Circle,12.98789,77.53807,14,4,0,0,1,Medium
35265,Havanur Circle,12.98789,77.53807,9,6,1,1,1,Medium
35265,Havanur Circle,12.98789,77.53807,13,3,0,0,1,Medium
25307,Gangadharanapalya,13.12078,77.37601,6,5,0,1,0,Low
25307,Gangadharanapalya,13.12078,77.37601,22,0,0,0,0,Low
25307,Gangadharanapalya,13.12078,77.37601,17,5,1,1,1,Medium
24128,City Civil Court,12.97343,77.58243,13,2,0,0,2,High
24128,City Civil Court,12.97343,77.58243,16,3,0,0,1,Medium
24128,City Civil Court,12.97343,77.58243,18,0,1,0,3,Very High
33494,Kittaganuru,13.03733,77.71055,22,4,0,0,0,Low
33494,Kittaganuru,13.03733,77.71055,21,3,0,0,0,Low
33494,Kittaganuru,13.03733,77.71055,9,6,1,1,0,Low
39154,Chirayu Pali Clinic,13.04424,77.49068,16,4,0,0,1,Medium
39154,Chirayu Pali Clinic,13.04424,77.49068,10,4,0,0,1,Medium
39154,Chirayu Pali Clinic,13.04424,77.49068,22,2,0,0,1,Medium
33754,Makali Govt High School,13.06894,77.45638,15,4,0,0,1,Medium
33754,Makali Govt High School,13.06894,77.45638,6,0,0,0,1,Medium
33754,Makali Govt High School,13.06894,77.45638,6,6,0,1,0,Low
30887,Kateramma Temple Makanahalli,13.01236,77.82797,9,0,1,0,2,High
30887,Kateramma Temple Makanahalli,13.01236,77.82797,21,4,0,0,0,Low
30887,Kateramma Temple Makanahalli,13.01236,77.82797,14,6,0,1,0,Low
24917,Devanagondi Railway Station,12.98547,77.82975,9,1,1,0,2,High
24917,Devanagondi Railway Station,12.98547,77.82975,14,2,0,0,1,Medium
24917,Devanagondi Railway Station,12.98547,77.82975,22,1,0,0,0,Low
28956,Meenakunte Hosuru,13.18452,77.64142,20,6,0,1,0,Low
28956,Meenakunte Hosuru,13.18452,77.64142,16,5,0,1,0,Low
28956,Meenakunte Hosuru,13.18452,77.64142,14,6,0,1,0,Low
29838,Bejjarahalli Katte,12.79914,77.29157,10,3,0,0,0,Low
29838,Bejjarahalli Katte,12.79914,77.29157,21,1,0,0,1,Medium
29838,Bejjarahalli Katte,12.79914,77.29157,6,2,0,0,0,Low
26036,Hulimangala,12.81782,77.63721,18,6,1,1,0,Low
26036,Hulimangala,12.81782,77.63721,16,6,0,1,0,Low
26036,Hulimangala,12.81782,77.63721,16,6,0,1,0,Low
20847,Hurali Chikkanahalli,13.11592,77.48276,9,3,1,0,3,Very High
20847,Hurali Chikkanahalli,13.11592,77.48276,19,5,1,1,1,Medium
20847,Hurali Chikkanahalli,13.11592,77.48276,22,5,0,1,0,Low
34977,Thonachinakuppe,13.14218,77.34763,17,3,1,0,3,Very High
34977,Thonachinakuppe,13.14218,77.34763,7,4,1,0,2,High
34977,Thonachinakuppe,13.14218,77.34763,14,0,0,0,1,Medium
35965,Srinivasa Saligrama,12.90122,77.41071,19,0,1,0,3,Very High
35965,Srinivasa Saligrama,12.90122,77.41071,11,2,0,0,0,Low
35965,Srinivasa Saligrama,12.90122,77.41071,18,0,1,0,3,Very High
33528,Kodipalya,13.09607,77.44516,16,2,0,0,1,Medium
33528,Kodipalya,13.09607,77.44516,7,6,1,1,1,Medium
33528,Kodipalya,13.09607,77.44516,19,1,1,0,2,High
38857,CS-Karnataka High Court Staff Quarters,12.99497,77.65405,13,6,0,1,0,Low
38857,CS-Karnataka High Court Staff Quarters,12.99497,77.65405,20,5,0,1,0,Low
38857,CS-Karnataka High Court Staff Quarters,12.99497,77.65405,10,2,0,0,1,Medium
32731,Gopasandra Cross,13.22841,77.81029,6,6,0,1,0,Low
32731,Gopasandra Cross,13.22841,77.81029,11,3,0,0,1,Medium
32731,Gopasandra Cross,13.22841,77.81029,20,4,0,0,0,Low
35525,Ajmeer Apartment Neeladri Road,12.84181,77.64675,17,5,1,1,1,Medium
35525,Ajmeer Apartment Neeladri Road,12.84181,77.64675,9,1,1,0,3,Very High
35525,Ajmeer Apartment Neeladri Road,12.84181,77.64675,11,5,0,1,0,Low
22573,Poornaprajna Layout Water Tank,12.90841,77.53463,18,5,1,1,1,Medium
22573,Poornaprajna Layout Water Tank,12.90841,77.53463,18,6,1,1,2,High
22573,Poornaprajna Layout Water Tank,12.90841,77.53463,20,3,0,0,0,Low
39166,Jeevan Circle,13.04814,77.46001,15,3,0,0,1,Medium
39166,Jeevan Circle,13.04814,77.46001,13,4,0,0,1,Medium
39166,Jeevan Circle,13.04814,77.46001,12,1,0,0,1,Medium
30624,Kalathammanahalli,13.10346,77.51687,8,6,1,1,1,Medium
30624,Kalathammanahalli,13.10346,77.51687,20,4,0,0,0,Low
30624,Kalathammanahalli,13.10346,77.51687,15,3,0,0,1,Medium
25579,Guddaiahnapalya,12.92728,77.31849,7,0,1,0,2,High
25579,Guddaiahnapalya,12.92728,77.31849,6,5,0,1,0,Low
25579,Guddaiahnapalya,12.92728,77.31849,20,0,0,0,0,Low
21600,Shanubhoganahalli,12.96136,77.32491,14,0,0,0,1,Medium
21600,Shanubhoganahalli,12.96136,77.32491,17,2,1,0,2,High
21600,Shanubhoganahalli,12.96136,77.32491,21,5,0,1,0,Low
39610,Prestige Primrose Hills,12.86802,77.52307,20,2,0,0,0,Low
39610,Prestige Primrose Hills,12.86802,77.52307,21,5,0,1,0,Low
39610,Prestige Primrose Hills,12.86802,77.52307,7,5,1,1,0,Low
38867,Domlur Marriad Accomodation,12.96186,77.63378,17,1,1,0,3,Very High
38867,Domlur Marriad Accomodation,12.96186,77.63378,17,0,1,0,2,High
38867,Domlur Marriad Accomodation,12.96186,77.63378,11,4,0,0,1,Medium
32363,Christ International School Cross,12.88587,77.89049,10,1,0,0,1,Medium
32363,Christ International School Cross,12.88587,77.89049,9,1,1,0,3,Very High
32363,Christ International School Cross,12.88587,77.89049,11,4,0,0,0,Low
34960,Tirumagondanahalli Ghati Subramanya,13.35293,77.53895,20,2,0,0,0,Low
34960,Tirumagondanahalli Ghati Subramanya,13.35293,77.53895,19,2,1,0,2,High
34960,Tirumagondanahalli Ghati Subramanya,13.35293,77.53895,22,4,0,0,0,Low
30327,Byrathi Cross,13.05708,77.64845,18,2,1,0,2,High
30327,Byrathi Cross,13.05708,77.64845,15,3,0,0,0,Low
30327,Byrathi Cross,13.05708,77.64845,21,5,0,1,0,Low
31848,Agrahara Layout Cross,13.10248,77.6277,6,5,0,1,0,Low
31848,Agrahara Layout Cross,13.10248,77.6277,20,1,0,0,0,Low
31848,Agrahara Layout Cross,13.10248,77.6277,17,5,1,1,1,Medium
26762,Sundaram Estate,12.77732,77.47597,11,3,0,0,0,Low
26762,Sundaram Estate,12.77732,77.47597,17,1,1,0,3,Very High
26762,Sundaram Estate,12.77732,77.47597,8,4,1,0,2,High
39155,Chirayu Pali Clinic,13.04452,77.49071,14,3,0,0,1,Medium
39155,Chirayu Pali Clinic,13.04452,77.49071,18,1,1,0,3,Very High
39155,Chirayu Pali Clinic,13.04452,77.49071,21,2,0,0,0,Low
32910,Hennagara,12.78849,77.67367,19,2,1,0,2,High
32910,Hennagara,12.78849,77.67367,10,6,0,1,0,Low
32910,Hennagara,12.78849,77.67367,14,0,0,0,1,Medium
22369,Obalapura Gate,12.95623,77.82412,20,0,0,0,0,Low
22369,Obalapura Gate,12.95623,77.82412,10,3,0,0,1,Medium
22369,Obalapura Gate,12.95623,77.82412,14,4,0,0,0,Low
34076,Nallapanahalli Gate,13.20659,77.78116,14,0,0,0,1,Medium
34076,Nallapanahalli Gate,13.20659,77.78116,9,4,1,0,2,High
34076,Nallapanahalli Gate,13.20659,77.78116,13,2,0,0,0,Low
31883,Banjarapalya,12.83036,77.48568,6,2,0,0,0,Low
31883,Banjarapalya,12.83036,77.48568,17,5,1,1,1,Medium
31883,Banjarapalya,12.83036,77.48568,10,4,0,0,1,Medium
33742,Mahadevanana Doddy,12.74515,77.6062,6,5,0,1,0,Low
33742,Mahadevanana Doddy,12.74515,77.6062,13,1,0,0,1,Medium
33742,Mahadevanana Doddy,12.74515,77.6062,20,2,0,0,0,Low
36568,CS-Sapthagiri Vidya Mandir,12.90739,77.70544,15,2,0,0,1,Medium
36568,CS-Sapthagiri Vidya Mandir,12.90739,77.70544,21,3,0,0,0,Low
36568,CS-Sapthagiri Vidya Mandir,12.90739,77.70544,8,2,1,0,3,Very High
33211,Kacharakanahalli,12.99484,77.8147,15,4,0,0,0,Low
33211,Kacharakanahalli,12.99484,77.8147,18,4,1,0,3,Very High
33211,Kacharakanahalli,12.99484,77.8147,21,2,0,0,0,Low
22763,Hulimavu Gate,12.88167,77.59589,15,3,0,0,1,Medium
22763,Hulimavu Gate,12.88167,77.59589,14,2,0,0,1,Medium
22763,Hulimavu Gate,12.88167,77.59589,19,5,1,1,1,Medium
35375,Ananda Rao Circle,12.98117,77.57694,10,4,0,0,1,Medium
35375,Ananda Rao Circle,12.98117,77.57694,17,2,1,0,3,Very High
35375,Ananda Rao Circle,12.98117,77.57694,14,5,0,1,0,Low
32056,Bhuvaneshwari Nagara,12.92298,77.54904,17,1,1,0,3,Very High
32056,Bhuvaneshwari Nagara,12.92298,77.54904,21,3,0,0,0,Low
32056,Bhuvaneshwari Nagara,12.92298,77.54904,9,3,1,0,2,High
33791,Mallohalli,13.23056,77.45111,10,5,0,1,0,Low
33791,Mallohalli,13.23056,77.45111,16,2,0,0,0,Low
33791,Mallohalli,13.23056,77.45111,21,6,0,1,0,Low
34177,Nruthyagrama Gate,13.15417,77.47297,20,2,0,0,0,Low
34177,Nruthyagrama Gate,13.15417,77.47297,18,6,1,1,0,Low
34177,Nruthyagrama Gate,13.15417,77.47297,21,0,0,0,0,Low
33568,Kondenahalli,13.15524,77.73733,18,4,1,0,2,High
33568,Kondenahalli,13.15524,77.73733,17,0,1,0,3,Very High
33568,Kondenahalli,13.15524,77.73733,18,1,1,0,3,Very High
29943,Bettakote,13.19939,77.73921,19,0,1,0,2,High
29943,Bettakote,13.19939,77.73921,13,2,0,0,0,Low
29943,Bettakote,13.19939,77.73921,10,3,0,0,1,Medium
36395,ISRO Murugeshpalya,12.95961,77.65453,20,0,0,0,1,Medium
36395,ISRO Murugeshpalya,12.95961,77.65453,10,3,0,0,1,Medium
36395,ISRO Murugeshpalya,12.95961,77.65453,10,3,0,0,2,High
30483,Juttanahalli,13.23914,77.57804,12,1,0,0,0,Low
30483,Juttanahalli,13.23914,77.57804,19,3,1,0,2,High
30483,Juttanahalli,13.23914,77.57804,7,4,1,0,3,Very High
28295,Swastik Sheshadripuram,12.98784,77.57449,22,6,0,1,0,Low
28295,Swastik Sheshadripuram,12.98784,77.57449,21,0,0,0,0,Low
28295,Swastik Sheshadripuram,12.98784,77.57449,17,4,1,0,3,Very High
22274,Mata Mallasandra,12.94782,77.83361,11,4,0,0,1,Medium
22274,Mata Mallasandra,12.94782,77.83361,17,4,1,0,3,Very High
22274,Mata Mallasandra,12.94782,77.83361,18,5,1,1,1,Medium
24000,Agara Junction,12.92464,77.64937,20,4,0,0,0,Low
24000,Agara Junction,12.92464,77.64937,19,3,1,0,3,Very High
24000,Agara Junction,12.92464,77.64937,13,2,0,0,0,Low
32545,Doddamma Temple,12.87848,77.69872,20,6,0,1,0,Low
32545,Doddamma Temple,12.87848,77.69872,12,4,0,0,1,Medium
32545,Doddamma Temple,12.87848,77.69872,17,3,1,0,3,Very High
20991,Malleshwara Circle,12.9969,77.56866,16,4,0,0,1,Medium
20991,Malleshwara Circle,12.9969,77.56866,20,0,0,0,0,Low
20991,Malleshwara Circle,12.9969,77.56866,8,0,1,0,3,Very High
23273,Baguru Colony,12.89515,77.84536,15,4,0,0,0,Low
23273,Baguru Colony,12.89515,77.84536,16,1,0,0,0,Low
23273,Baguru Colony,12.89515,77.84536,6,0,0,0,0,Low
21210,Systems Peenya,13.03506,77.51806,13,1,0,0,1,Medium
21210,Systems Peenya,13.03506,77.51806,7,2,1,0,3,Very High
21210,Systems Peenya,13.03506,77.51806,8,4,1,0,3,Very High
37197,BPL,12.98545,77.74784,20,0,0,0,0,Low
37197,BPL,12.98545,77.74784,22,1,0,0,1,Medium
37197,BPL,12.98545,77.74784,19,2,1,0,2,High
27578,Palanahalli Gate,13.11678,77.60847,16,2,0,0,0,Low
27578,Palanahalli Gate,13.11678,77.60847,21,0,0,0,0,Low
27578,Palanahalli Gate,13.11678,77.60847,19,6,1,1,1,Medium
25919,Honnakalasapura Cross,12.72897,77.67656,9,0,1,0,3,Very High
25919,Honnakalasapura Cross,12.72897,77.67656,8,0,1,0,2,High
25919,Honnakalasapura Cross,12.72897,77.67656,21,0,0,0,0,Low
32029,Bhattarahalli Cross,13.01616,77.70931,20,1,0,0,0,Low
32029,Bhattarahalli Cross,13.01616,77.70931,17,0,1,0,2,High
32029,Bhattarahalli Cross,13.01616,77.70931,19,1,1,0,2,High
27712,Rajagopala Nagara Police Station,13.02356,77.52182,6,2,0,0,0,Low
27712,Rajagopala Nagara Police Station,13.02356,77.52182,18,3,1,0,3,Very High
27712,Rajagopala Nagara Police Station,13.02356,77.52182,8,2,1,0,3,Very High
28771,Mantri Alpyne Apartment,12.90449,77.5271,13,3,0,0,1,Medium
28771,Mantri Alpyne Apartment,12.90449,77.5271,10,3,0,0,1,Medium
28771,Mantri Alpyne Apartment,12.90449,77.5271,14,5,0,1,0,Low
38780,CS-RBI Quarters Ulsoor,12.98319,77.61631,14,1,0,0,1,Medium
38780,CS-RBI Quarters Ulsoor,12.98319,77.61631,21,6,0,1,0,Low
38780,CS-RBI Quarters Ulsoor,12.98319,77.61631,16,4,0,0,1,Medium
27554,OTIS Circle,12.7813,77.63085,7,5,1,1,0,Low
27554,OTIS Circle,12.7813,77.63085,15,3,0,0,1,Medium
27554,OTIS Circle,12.7813,77.63085,16,2,0,0,0,Low
25570,Guddadahalli,13.14135,77.46225,6,3,0,0,0,Low
25570,Guddadahalli,13.14135,77.46225,19,2,1,0,3,Very High
25570,Guddadahalli,13.14135,77.46225,21,5,0,1,0,Low
27411,Nelamangala Bus Station,13.09803,77.39387,22,0,0,0,0,Low
27411,Nelamangala Bus Station,13.09803,77.39387,20,0,0,0,0,Low
27411,Nelamangala Bus Station,13.09803,77.39387,12,0,0,0,1,Medium
33480,KHB Colony,12.80272,77.38582,6,0,0,0,0,Low
33480,KHB Colony,12.80272,77.38582,20,6,0,1,0,Low
33480,KHB Colony,12.80272,77.38582,19,2,1,0,2,High
29454,Agalakote,13.21292,77.73612,19,3,1,0,3,Very High
29454,Agalakote,13.21292,77.73612,8,1,1,0,3,Very High
29454,Agalakote,13.21292,77.73612,22,4,0,0,1,Medium
34149,Nethenalli,12.94226,77.2214,9,6,1,1,0,Low
34149,Nethenalli,12.94226,77.2214,19,5,1,1,0,Low
34149,Nethenalli,12.94226,77.2214,15,5,0,1,0,Low
33348,Karapanahalli Gate,13.16714,77.87852,7,3,1,0,3,Very High
33348,Karapanahalli Gate,13.16714,77.87852,9,2,1,0,3,Very High
33348,Karapanahalli Gate,13.16714,77.87852,17,0,1,0,3,Very High
31978,Bethimgere Cross,12.86714,77.36812,8,0,1,0,2,High
31978,Bethimgere Cross,12.86714,77.36812,8,3,1,0,3,Very High
31978,Bethimgere Cross,12.86714,77.36812,13,4,0,0,1,Medium
23212,Atturu,13.09855,77.85864,16,0,0,0,1,Medium
23212,Atturu,13.09855,77.85864,7,3,1,0,3,Very High
23212,Atturu,13.09855,77.85864,22,6,0,1,0,Low
21536,Hurali Chikkanahalli,13.1159,77.48279,15,2,0,0,1,Medium
21536,Hurali Chikkanahalli,13.1159,77.48279,11,0,0,0,1,Medium
21536,Hurali Chikkanahalli,13.1159,77.48279,12,2,0,0,0,Low
22251,Manchappanahalli Cross,13.13527,77.72547,14,0,0,0,1,Medium
22251,Manchappanahalli Cross,13.13527,77.72547,7,0,1,0,2,High
22251,Manchappanahalli Cross,13.13527,77.72547,7,3,1,0,3,Very High
34809,Hombalamma Kere,12.95205,77.22752,18,5,1,1,0,Low
34809,Hombalamma Kere,12.95205,77.22752,20,3,0,0,0,Low
34809,Hombalamma Kere,12.95205,77.22752,17,0,1,0,3,Very High
27935,Ramanjaneya Layout Cross,12.91464,77.54701,6,3,0,0,0,Low
27935,Ramanjaneya Layout Cross,12.91464,77.54701,11,1,0,0,1,Medium
27935,Ramanjaneya Layout Cross,12.91464,77.54701,8,5,1,1,0,Low
32627,Gandhi Grama,13.04724,77.3393,18,3,1,0,2,High
32627,Gandhi Grama,13.04724,77.3393,6,0,0,0,0,Low
32627,Gandhi Grama,13.04724,77.3393,16,4,0,0,0,Low
24674,Chowdeshwarinagara Thataguni,12.84995,77.51892,9,4,1,0,3,Very High
24674,Chowdeshwarinagara Thataguni,12.84995,77.51892,22,4,0,0,0,Low
24674,Chowdeshwarinagara Thataguni,12.84995,77.51892,16,1,0,0,1,Medium
21561,Machohalli Gate,12.99088,77.45429,11,2,0,0,1,Medium
21561,Machohalli Gate,12.99088,77.45429,7,2,1,0,2,High
21561,Machohalli Gate,12.99088,77.45429,14,4,0,0,0,Low
34726,Sulivara,12.90297,77.36215,11,1,0,0,1,Medium
34726,Sulivara,12.90297,77.36215,20,4,0,0,0,Low
34726,Sulivara,12.90297,77.36215,11,2,0,0,0,Low
20924,Kengeri Church,12.92869,77.48677,6,5,0,1,0,Low
20924,Kengeri Church,12.92869,77.48677,21,0,0,0,0,Low
20924,Kengeri Church,12.92869,77.48677,13,6,0,1,0,Low
23581,Shanthiniketan Layout,12.88283,77.60348,15,1,0,0,2,High
23581,Shanthiniketan Layout,12.88283,77.60348,6,2,0,0,0,Low
23581,Shanthiniketan Layout,12.88283,77.60348,13,1,0,0,1,Medium
25690,Halasahalli,12.92416,77.76232,15,4,0,0,1,Medium
25690,Halasahalli,12.92416,77.76232,19,1,1,0,2,High
25690,Halasahalli,12.92416,77.76232,6,3,0,0,0,Low
27683,Pillahalli,13.10279,77.42899,15,4,0,0,1,Medium
27683,Pillahalli,13.10279,77.42899,21,1,0,0,0,Low
27683,Pillahalli,13.10279,77.42899,8,2,1,0,3,Very High
29371,Neeladri Nagar SNN Raj Neeladri Apartment,12.843,77.64426,18,0,1,0,3,Very High
29371,Neeladri Nagar SNN Raj Neeladri Apartment,12.843,77.64426,20,2,0,0,0,Low
29371,Neeladri Nagar SNN Raj Neeladri Apartment,12.843,77.64426,15,6,0,1,0,Low
23247,B Channasandra,13.01006,77.6575,15,6,0,1,1,Medium
23247,B Channasandra,13.01006,77.6575,13,2,0,0,1,Medium
23247,B Channasandra,13.01006,77.6575,13,1,0,0,1,Medium
31994,Bettahalli Colony,13.0153,77.44325,15,1,0,0,1,Medium
31994,Bettahalli Colony,13.0153,77.44325,17,5,1,1,0,Low
31994,Bettahalli Colony,13.0153,77.44325,22,5,0,1,0,Low
21721,Basavanagudi Police Station,12.94168,77.57396,21,0,0,0,1,Medium
21721,Basavanagudi Police Station,12.94168,77.57396,6,2,0,0,1,Medium
21721,Basavanagudi Police Station,12.94168,77.57396,21,4,0,0,0,Low
23598,MICO Gate Adugodi,12.94399,77.60532,8,2,1,0,3,Very High
23598,MICO Gate Adugodi,12.94399,77.60532,14,1,0,0,1,Medium
23598,MICO Gate Adugodi,12.94399,77.60532,13,4,0,0,1,Medium
24896,Devadiga Soudha,12.92658,77.52002,9,2,1,0,3,Very High
24896,Devadiga Soudha,12.92658,77.52002,21,6,0,1,0,Low
24896,Devadiga Soudha,12.92658,77.52002,17,6,1,1,0,Low
21695,B Channasandra Bridge(Ramamurthy Nagara Ring Road),13.01318,77.66272,17,2,1,0,3,Very High
21695,B Channasandra Bridge(Ramamurthy Nagara Ring Road),13.01318,77.66272,10,0,0,0,1,Medium
21695,B Channasandra Bridge(Ramamurthy Nagara Ring Road),13.01318,77.66272,10,5,0,1,0,Low
21596,RINAC Factory Marenahalli,12.97476,77.36603,15,3,0,0,1,Medium
21596,RINAC Factory Marenahalli,12.97476,77.36603,21,0,0,0,0,Low
21596,RINAC Factory Marenahalli,12.97476,77.36603,8,4,1,0,2,High
24093,Gowrenahalli,12.72321,77.68125,20,0,0,0,0,Low
24093,Gowrenahalli,12.72321,77.68125,17,6,1,1,1,Medium
24093,Gowrenahalli,12.72321,77.68125,9,0,1,0,3,Very High
21206,Sunkadakatte,12.99018,77.5038,9,4,1,0,2,High
21206,Sunkadakatte,12.99018,77.5038,22,2,0,0,1,Medium
21206,Sunkadakatte,12.99018,77.5038,20,6,0,1,0,Low
23691,Jayanagara 4th Block,12.92915,77.58602,22,5,0,1,0,Low
23691,Jayanagara 4th Block,12.92915,77.58602,19,1,1,0,3,Very High
23691,Jayanagara 4th Block,12.92915,77.58602,11,2,0,0,1,Medium
31537,Vagata,13.02308,77.83578,10,3,0,0,1,Medium
31537,Vagata,13.02308,77.83578,10,5,0,1,1,Medium
31537,Vagata,13.02308,77.83578,16,0,0,0,1,Medium
32783,Gulaganjahalli Cross,12.94152,77.42525,9,2,1,0,3,Very High
32783,Gulaganjahalli Cross,12.94152,77.42525,14,6,0,1,0,Low
32783,Gulaganjahalli Cross,12.94152,77.42525,21,1,0,0,0,Low
24158,Mylasandra,12.85318,77.62047,22,6,0,1,0,Low
24158,Mylasandra,12.85318,77.62047,20,3,0,0,0,Low
24158,Mylasandra,12.85318,77.62047,14,5,0,1,1,Medium
35303,Swastik Sheshadripuram College,12.98798,77.57422,8,6,1,1,0,Low
35303,Swastik Sheshadripuram College,12.98798,77.57422,20,5,0,1,0,Low
35303,Swastik Sheshadripuram College,12.98798,77.57422,21,3,0,0,1,Medium
32995,Hullegowdanahalli,13.06047,77.40653,7,1,1,0,3,Very High
32995,Hullegowdanahalli,13.06047,77.40653,14,5,0,1,1,Medium
32995,Hullegowdanahalli,13.06047,77.40653,17,0,1,0,2,High
24575,Chikkallasandra,12.91507,77.55198,21,1,0,0,1,Medium
24575,Chikkallasandra,12.91507,77.55198,15,5,0,1,0,Low
24575,Chikkallasandra,12.91507,77.55198,16,2,0,0,1,Medium
24292,Bharath Nagara 2nd Stage,12.97868,77.47781,8,2,1,0,2,High
24292,Bharath Nagara 2nd Stage,12.97868,77.47781,16,4,0,0,1,Medium
24292,Bharath Nagara 2nd Stage,12.97868,77.47781,8,0,1,0,3,Very High
33300,Kammasandra,13.07858,77.7164,7,5,1,1,0,Low
33300,Kammasandra,13.07858,77.7164,22,0,0,0,0,Low
33300,Kammasandra,13.07858,77.7164,20,1,0,0,0,Low
21940,Fathima Church,13.05474,77.54148,18,0,1,0,2,High
21940,Fathima Church,13.05474,77.54148,18,5,1,1,0,Low
21940,Fathima Church,13.05474,77.54148,6,6,0,1,0,Low
34887,Vidyanagara Chikkajala,13.15958,77.64073,8,5,1,1,0,Low
34887,Vidyanagara Chikkajala,13.15958,77.64073,11,3,0,0,0,Low
34887,Vidyanagara Chikkajala,13.15958,77.64073,10,5,0,1,0,Low
23419,Rama Devasthana Sarjapur,12.85983,77.78929,9,1,1,0,3,Very High
23419,Rama Devasthana Sarjapur,12.85983,77.78929,8,5,1,1,0,Low
23419,Rama Devasthana Sarjapur,12.85983,77.78929,6,0,0,0,0,Low
32659,Gayathri Nagara Cross,13.01481,77.38346,10,2,0,0,0,Low
32659,Gayathri Nagara Cross,13.01481,77.38346,20,2,0,0,0,Low
32659,Gayathri Nagara Cross,13.01481,77.38346,21,5,0,1,0,Low
21659,Arehalli,12.90849,77.53855,19,4,1,0,2,High
21659,Arehalli,12.90849,77.53855,22,6,0,1,0,Low
21659,Arehalli,12.90849,77.53855,19,6,1,1,1,Medium
32118,Bommawara,13.25397,77.67169,8,3,1,0,3,Very High
32118,Bommawara,13.25397,77.67169,19,4,1,0,3,Very High
32118,Bommawara,13.25397,77.67169,17,4,1,0,3,Very High
27019,Thogur Cross,12.84346,77.64425,6,2,0,0,0,Low
27019,Thogur Cross,12.84346,77.64425,15,2,0,0,1,Medium
27019,Thogur Cross,12.84346,77.64425,10,2,0,0,1,Medium
30823,Karekalpalya,12.93393,77.38651,22,6,0,1,0,Low
30823,Karekalpalya,12.93393,77.38651,16,0,0,0,1,Medium
30823,Karekalpalya,12.93393,77.38651,10,5,0,1,0,Low
24969,Dhananayakanahalli,12.93885,77.46781,7,4,1,0,3,Very High
24969,Dhananayakanahalli,12.93885,77.46781,13,2,0,0,1,Medium
24969,Dhananayakanahalli,12.93885,77.46781,22,0,0,0,0,Low
34431,Royal Meenakshi Mall,12.87642,77.59564,22,0,0,0,0,Low
34431,Royal Meenakshi Mall,12.87642,77.59564,20,3,0,0,0,Low
34431,Royal Meenakshi Mall,12.87642,77.59564,17,5,1,1,1,Medium
21205,Sunkadakatte,12.98946,77.50638,21,5,0,1,0,Low
21205,Sunkadakatte,12.98946,77.50638,10,2,0,0,1,Medium
21205,Sunkadakatte,12.98946,77.50638,7,3,1,0,3,Very High
34215,Papabhovipalya,13.13718,77.37784,11,3,0,0,0,Low
34215,Papabhovipalya,13.13718,77.37784,19,3,1,0,3,Very High
34215,Papabhovipalya,13.13718,77.37784,19,3,1,0,3,Very High
34030,Nagadenahalli,13.28484,77.59853,18,4,1,0,2,High
34030,Nagadenahalli,13.28484,77.59853,15,4,0,0,1,Medium
34030,Nagadenahalli,13.28484,77.59853,14,2,0,0,1,Medium
34350,Ramachandrapura Tent,13.05786,77.55144,18,1,1,0,3,Very High
34350,Ramachandrapura Tent,13.05786,77.55144,20,3,0,0,1,Medium
34350,Ramachandrapura Tent,13.05786,77.55144,10,4,0,0,2,High
31945,Bekary Chunchaghatta,12.88652,77.57071,15,5,0,1,0,Low
31945,Bekary Chunchaghatta,12.88652,77.57071,8,4,1,0,3,Very High
31945,Bekary Chunchaghatta,12.88652,77.57071,10,0,0,0,1,Medium
37947,Huttanahalli Basaveshwara Circle,13.16275,77.64701,10,6,0,1,0,Low
37947,Huttanahalli Basaveshwara Circle,13.16275,77.64701,18,6,1,1,1,Medium
37947,Huttanahalli Basaveshwara Circle,13.16275,77.64701,10,5,0,1,0,Low
24018,Jayamahal,13.00034,77.59478,19,6,1,1,1,Medium
24018,Jayamahal,13.00034,77.59478,16,5,0,1,0,Low
24018,Jayamahal,13.00034,77.59478,18,3,1,0,2,High
32452,Devanagundi Cross,13.06044,77.82737,10,0,0,0,1,Medium
32452,Devanagundi Cross,13.06044,77.82737,14,3,0,0,1,Medium
32452,Devanagundi Cross,13.06044,77.82737,8,6,1,1,1,Medium
20976,Magadi Road TollGate,12.97462,77.54898,19,5,1,1,0,Low
20976,Magadi Road TollGate,12.97462,77.54898,14,4,0,0,1,Medium
20976,Magadi Road TollGate,12.97462,77.54898,11,2,0,0,0,Low
22055,Hosakote Kodi,13.05627,77.76775,11,2,0,0,1,Medium
22055,Hosakote Kodi,13.05627,77.76775,17,4,1,0,3,Very High
22055,Hosakote Kodi,13.05627,77.76775,22,1,0,0,1,Medium
21176,SI Apartment HSR Layout,12.91668,77.6294,15,2,0,0,2,High
21176,SI Apartment HSR Layout,12.91668,77.6294,13,4,0,0,1,Medium
21176,SI Apartment HSR Layout,12.91668,77.6294,7,2,1,0,3,Very High
33513,Kodichikkanahalli,12.89826,77.61804,15,6,0,1,2,High
33513,Kodichikkanahalli,12.89826,77.61804,11,6,0,1,1,Medium
