route_long_name,route_short_name,agency_id,route_type,route_id,total_stops,avg_stop_lat,avg_stop_lon
Kempegowda Bus Station ⇔ Bileshivale,294-E,1,3,294-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Bommasandra Village,355,1,3,355,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Bommawara,298-MA,1,3,298-MA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Brahma Devara Gudda,241-D,1,3,241-D KBS-BDG,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Brundavana Nagara,49,1,3,49,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Budigere,316-B,1,3,316-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Byatarayana Doddy,365-DB,1,3,365-DB,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Byatarayana Doddy,365-E,1,3,365-E KBS-BTD,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Byatha,285-L,1,3,285-L KBS-BYT,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Bychapura,298-B,1,3,298-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Bychapura,298-B,1,3,298-B KBS-ANSR-BCP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Bylakonenahalli,240-E,1,3,240-E KBS-BKH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Byramangala,226-SB,1,3,226-SB,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Byranayakanahalli,258-SD,1,3,258-SD KBS-BNH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Byrasandra New Bus Stand,22,1,3,22,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ CK Palya,365-K,1,3,365-K,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ CK Palya,369-J,1,3,369-J,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ CV Raman Nagara,314-B,1,3,314-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ CV Raman Nagara Railway Gate,314-B,1,3,314-B KBS-CVRNRG,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Cathedral School,KBS-CDS,1,3,KBS-CDS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Cauvery Bhavana,KBS-CVB,1,3,KBS-CVB,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Cauvery Nagara,89-A,1,3,89-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Cauvery Nagara,89-C,1,3,89-C,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Cauvery Nagara,89-E,1,3,89-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Centre For Learning School,242-ZC,1,3,242-ZC KBS-CFLS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chandapura,356,1,3,356,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chandapura,KBS-3C,1,3,KBS-3C,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chandapura,V-356,1,3,V-356,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chandra Layout,238-U,1,3,238-U KBS-CLO,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chandra Layout,61-A,1,3,61-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chandra Layout 1st Stage,61-J,1,3,61-J,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chandra Nagara,210-X,1,3,210-X,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-E,1,3,45-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-EA,1,3,45-EA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-F,1,3,45-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-G,1,3,45-G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Channammanakere Achukattu,V-45G,1,3,V-45G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Channasandra,305-D,1,3,305-D,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Channasandra,305-D,1,3,305-D KBS-VSD-CNS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Cheemasandra,316-F,1,3,316-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Banavara,250-A,1,3,250-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Banavara,250-P,1,3,250-P,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Banavara,271-PA,1,3,271-PA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Beguru,347-C,1,3,347-C KBS-LMG-CKBR,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Kammanahalli,369-G,1,3,369-G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Puttaiahnapalya,258-VB,1,3,258-VB,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Thirupathi,304-Z,1,3,304-Z,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikka Tumkur,285-CC,1,3,285-CC KBS-CKTR,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikkaballapura,V-298MN,1,3,V-298MN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikkallasandra,210-KA,1,3,210-KA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chikkallasandra,210-P,1,3,210-P,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chinnaiahnapalya,372-E,1,3,372-E KBS-CNP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chowdeshwari Temple,361-D,1,3,361-D KBS-CDH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chowdeshwarinagara JP Park,99-B,1,3,99-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Christal House Learning School,280,1,3,280 KBS-YHK-CHLS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Christal House Learning School,293,1,3,293 KBS-HNR-CHLS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Chunchaghatta,210-B,1,3,210-B KBS-KMT-CHG,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ City Civil Court (CHAKRA),KBS-CCC,1,3,KBS-CCC,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Coffee Board Layout,287-G,1,3,287-G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Cubbon Park Metro Station,129 KBS-CMS,1,3,129 KBS-CMS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ DLF Home Town,369-K,1,3,369-K KBS-DLF,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dabaspete,258-DN,1,3,258-DN KBS-DBSP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dabaspete,EXP-258DK,1,3,EXP-258DK,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Darshan Farm,225-CC,1,3,225-CC,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dasanapura,360-Q,1,3,360-Q KBS-DSP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dasanayakanahalli,293-H,1,3,293-H,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Deepanjalinagara,222-A,1,3,222-A KBS-DPJN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Deepanjalinagara,238-U,1,3,238-U KBS-DPJN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Deepanjalinagara,238-US,1,3,238-US KBS-VJN-DPJN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Deepanjalinagara,238-V,1,3,238-V KBS-DPN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Deepanjalinagara,KBS-DPJN,1,3,KBS-DPJN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-06 Gate,314,1,3,314 KBS-KFC-D06G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-14 Gate,279-E,1,3,279-E KBS-AGO-D14G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-14 Gate,279-E,1,3,279-E KBS-D14G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-27 Gate,355-C,1,3,355-C KBS-D27G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-27 Gate,365-J,1,3,365-J KBS-D27,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-27 Gate,365-J,1,3,365-J KBS-NSB-D27G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-27 Gate,365-P,1,3,365-P KBS-D27G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-31 Gate,238-V,1,3,238-V KBS-D31,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-31 Gate,80-A,1,3,80-A KBS-NLO-D31G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-32 Suryacity,356-M,1,3,356-M KBS-D32,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-34 Gate,215-H,1,3,215-H KBS-D34G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-34 Gate,364-G,1,3,364-G KBS-D34G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-34 Gate,365 KBS-D34G,1,3,365 KBS-D34G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-35 Gate,242-B,1,3,242-B KBS-D35G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-38 Gate,349,1,3,349 D38-LMG-KBS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-38 Gate,KBS-3A,1,3,KBS-3A KBS-D38G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-41 Gate,323-AK,1,3,323-AK KBS-D41G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-41 Gate,KBS-1K,1,3,KBS-1K KBS-D41G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-41 Gate,KBS-1K,1,3,KBS-1K KBS-VSD-D41G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-42 Gate  Arrival,342-F,1,3,342-F KBS-D42G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-43 Gate,245-M,1,3,245-M KBS-D43G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-43 Gate,245-M,1,3,245-M KBS-SVNP-D43G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-43 Gate,258-C,1,3,258-C KBS-D43G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-43 Gate,258-KBS-D43G,1,3,258-KBS-D43G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-45 Gate,269-B,1,3,269-B KBS-RCP-D45,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-45 Gate,276,1,3,276 KBS-VRP-D45G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Depot-52 Arrival,282,1,3,282 KBS-VNC-D52G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devagere,229-B,1,3,229-B KBS-DVG,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devalapura Circle,305-V,1,3,305-V,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devanagondi,306-D,1,3,306-D,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,296-MA,1,3,296-MA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,298-M,1,3,298-M,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,EXP-298M,1,3,EXP-298M,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devanayakanahalli,298PD-KBS-DNH,1,3,298PD-KBS-DNH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devaninjayyanapalya,245-R,1,3,245-R KBS-DJP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Devarachikkanahalli,364-B,1,3,364-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Basti,235-K,1,3,235-K,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Byalakere,254 KBS-DBLK,1,3,254 KBS-DBLK,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Cheemanahalli,297-G,1,3,297-G KBS-DCH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Gubbi,295-A,1,3,295-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Nallala,317-DN,1,3,317-DN KBS-DNH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Nekkundi,333-F,1,3,333-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Nekkundi,333-F,1,3,333-F KBS-MRHB-DDNK,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Thoguru,346-N,1,3,346-N,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dodda Tumkur,285-C,1,3,285-C KBS-DTMR,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,285-M,1,3,285-M,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,EXP-285M,1,3,EXP-285M,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,V-285M,1,3,V-285M,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,V-EXP 285M,1,3,V-EXP 285M,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddaballapura Govt Hospital,285-M,1,3,285-M KBS-DBPH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddabannahalli,307-C,1,3,307-C KBS-VGBDAN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddabele,220-E,1,3,220-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Doddamaranahalli,242-J,1,3,242-J KBS-DMH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dommasandra,327-A,1,3,327-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dr Ambedkar Nagara,333-K,1,3,333-K,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Dyavasandra,365-Q,1,3,365-Q,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Electronic City Wipro Main Gate,KBS-3E,1,3,KBS-3E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Eshwara Layout,215-E,1,3,215-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ GKW Layout,61-F,1,3,61-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gadenahalli,299-E,1,3,299-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Ganapathi Layout(JK Store),258-C,1,3,258-C KBS-GPLY,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gangadharanapalya,258-C,1,3,258-C KBS-GDP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gangenahalli,242-Q,1,3,242-Q KBS-GGH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gangondanahalli,263-G,1,3,263-G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gangondanahalli Masjid,61-B,1,3,61-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Ganigarahalli,250-D,1,3,250-D,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gaviyappa Thimayya Layout,45-DG,1,3,45-DG,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Geleyara Balaga Extension Rajajinagara,89-B,1,3,89-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Geleyara Balaga Extension Rajajinagara,89-F,1,3,89-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Geleyara Balaga Layout,250-S,1,3,250-S,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gidadakonenahalli,243-F,1,3,243-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Giddenahalli,242-N,1,3,242-N KBS-GDH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Giddenahalli Prashanti Kuteera,365-N,1,3,365-N,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Girigowdana Doddy,214-B,1,3,214-B KBS-GGD,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Girinagara Extension,36-B,1,3,36-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gollahalli Electronic City,346-M,1,3,346-M KBS-GLH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gonighattapura,323-AK,1,3,323-AK,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gorinabele,258-U,1,3,258-U,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Govindapura,291-M,1,3,291-M KBS-GNP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Guddahatti,359,1,3,359,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gulaganjahalli,221-J,1,3,221-J KBS-GGH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gundanjaneya Swamy Temple Ravagodlu,213-K,1,3,213-K KBS-GAT,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Gundur,296-N,1,3,296-N,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Guravanahalli,258-V,1,3,258-V KBS-GRH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Guruvanahalli,258-G,1,3,258-G KBS-GVH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ H Krishnappa Layout,43-J,1,3,43-J,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ HAL Museum,KBS-1K,1,3,KBS-1K KBS-HALM,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ HAL New Public School,335-E,1,3,335-E KBS-HAL NP,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ HSR Layout 2nd Sector,340-A,1,3,340-A KBS-ADG-HSR 2nd,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ HSR Layout KEB,340-A,1,3,340-A KBS-ADG-HSRKEB,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hakki Pikki Colony,226-L,1,3,226-L KBS-HPC,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hampinagara RPC Layout,87,1,3,87,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hanchipura,258-YA,1,3,258-YA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Handarahalli,293-GN,1,3,293-GN KBS-HND,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Handenahalli Attibele,351-J,1,3,351-J,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Handenahalli Attibele,360-J,1,3,360-J,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hangarahalli,226-V,1,3,226-V KBS-HGH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Haraluru,347-B,1,3,347-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Harohalli,325,1,3,325 KBS-HAL-HRH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Harohalli,325-A,1,3,325-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Harohalli,KBS-5H,1,3,KBS-5H,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hebbala,279-E,1,3,279-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hebbala,279-E,1,3,279-E KBS-VSD-HBL,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hemapura,258-VA,1,3,258-VA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hennagara,352-A,1,3,352-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hesaraghatta,253-J,1,3,253-J,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hesaraghatta,266 KBS-HGV,1,3,266 KBS-HGV,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hinnakki Village,353-E,1,3,353-E KBS-HNK,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hongasandra MICO Layout,343-L,1,3,343-L,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Honnasandra,255-J,1,3,255-J KBS-HNS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hosakote Bus Stand (Old),317-A,1,3,317-A KBS-VSD-HSK,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hosakote Bus Stand (Old),KBS-12HK,1,3,KBS-12HK,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hosakote Bus Stand (Old),V-317A,1,3,V-317A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hosapalya Kudlu Gate,348-G,1,3,348-G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hoskerehalli,43-B,1,3,43-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hoskerehalli Kerekodi,43-C,1,3,43-C,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hulimavu,369-C,1,3,369-C,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Huluvenahalli,242-P,1,3,242-P KBS-HVLH,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hunasemaradapalya,221-F,1,3,221-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hunasenahalli,317-HS,1,3,317-HS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hunasuru,281-F,1,3,281-F KBS-MYH-HNS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hunasuru,293-FA,1,3,293-FA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hunasuru,293-KA,1,3,293-KA KBS-MYLH-HNS,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hunnigere,227-P,1,3,227-P KBS-HNG,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Hunnigere,242-T,1,3,242-T,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Huskur,349-C,1,3,349-C,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Huskur Village,255-D,1,3,255-D,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ IIHS Bettanapalya,221-F,1,3,221-F KBS-IIHSB,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ ISKCON Temple Maruthinagara,210-A,1,3,210-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ ISKCON Temple Maruthinagara,210-AA,1,3,210-AA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ ITI Layout,238-Y,1,3,238-Y,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ JC Nagara Kurubarahalli,89-D,1,3,89-D,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ JK Basavanna Nagara,266-RA,1,3,266-RA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ JP Nagara 1st Phase,2-A,1,3,2-A,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ JP Nagara 3rd Phase,25-E,1,3,25-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ JP Nagara 6th Phase,2-E,1,3,2-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jai Bheema Nagara,168-E,1,3,168-E,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jai Bheema Nagara,168-E,1,3,168-E KBS-VSD-JBN,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jai Bhuvaneshwari Nagara,80-F,1,3,80-F,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jai Maruthi Nagara,80-B,1,3,80-B,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jakkur,286-G,1,3,286-G,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jakkur Layout,286-AA,1,3,286-AA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jalahalli Cross,273-C,1,3,273-C,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jalahalli Cross,273-H,1,3,273-H KBS-VSD-JHC,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jambu Savari Dinne,215-H,1,3,215-H,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Janapriya Greenwood Apartment,271-T,1,3,271-T,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Janapriya Township,G-7,1,3,G-7,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Janapriya Township,V-G7,1,3,V-G7,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Janthagundanahalli,323-AB,1,3,323-AB,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jayaram Layout (Hale Sampigehalli),365 KBS-JRML,1,3,365 KBS-JRML,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jayasuryanagara Kogilu,284-KA,1,3,284-KA,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jayasuryanagara Kogilu,284-KA,1,3,284-KA KBS-VSD-JSNL,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jeevanahalli,126,1,3,126,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jeevanbheema Nagara,138,1,3,138,9360,12.988787012820513,77.58021691025641
Kempegowda Bus Station ⇔ Jeevanbheema Nagara,138,1,3,138 KBS-VSD-JBN,9360,12.988787012820513,77.58021691025641
