stop_id,stop_name,stop_lat,stop_lon,service_type,total_routes,hour,day_of_week,passenger_count,crowd_level,crowd_level_code,day_type,time_period,is_rush_hour
25915,Hongemara Managal,12.90589,77.20232,Weekday,4190,19,6,17,Low,0,Weekend,Evening Rush,1
32932,Hongemara Managal,12.90588,77.20238,Weekday,4190,12,5,29,Low,0,Weekend,Midday,0
25916,Hongemara Shivanahalli,12.72445,77.56985,Weekday,4190,16,2,83,High,2,Weekday,Midday,0
35323,Hongemara Shivanahalli,12.72442,77.5699,Weekday,4190,16,2,27,Low,0,Weekday,Midday,0
25919,Honnakalasapura Cross,12.72897,77.67656,Weekday,4190,7,4,66,High,2,Weekday,Morning Rush,1
37728,Honnakalasapura Cross,12.72875,77.67683,Weekday,4190,14,2,52,Medium,1,Weekday,Midday,0
25925,Honnasandra,13.04099,77.33824,Weekday,4190,21,3,59,Medium,1,Weekday,Night,0
32935,Honnasandra,13.11719,77.44736,Weekday,4190,18,3,18,Low,0,Weekday,Evening Rush,1
32936,Honnasandra,13.11712,77.44733,Weekday,4190,14,4,68,High,2,Weekday,Midday,0
32937,Honnasandra,13.04101,77.33828,Weekday,4190,9,1,55,Medium,1,Weekday,Midday,1
25927,Honnasandra Cross,13.06082,77.34028,Weekday,4190,9,0,82,High,2,Weekday,Midday,1
38924,Honnasandra Cross,13.11049,77.44347,Weekday,4190,11,1,73,High,2,Weekday,Midday,0
38925,Honnasandra Cross,13.11056,77.44347,Weekday,4190,15,1,79,High,2,Weekday,Midday,0
38805,Honnavara,13.22263,77.41925,Weekday,4190,15,1,56,Medium,1,Weekday,Midday,0
38806,Honnavara,13.22267,77.41921,Weekday,4190,15,1,23,Low,0,Weekday,Midday,0
25929,Honnavara Gate,13.22494,77.4281,Weekday,4190,11,5,11,Low,0,Weekend,Midday,0
32939,Honnavara Gate,13.22492,77.42815,Weekday,4190,17,0,124,Very High,3,Weekday,Evening Rush,1
25931,Honnayyanapalya,13.03522,77.32,Weekday,4190,6,5,61,High,2,Weekend,Morning Rush,0
32940,Honnayyanapalya,13.03526,77.31995,Weekday,4190,19,2,60,Medium,1,Weekday,Evening Rush,1
25933,Honnenahalli,13.15971,77.5666,Weekday,4190,19,6,94,Very High,3,Weekend,Evening Rush,1
32941,Honnenahalli,13.16003,77.56665,Weekday,4190,14,1,60,Medium,1,Weekday,Midday,0
22035,Hoodi,12.99223,77.71576,Weekday,4190,7,6,39,Medium,1,Weekend,Morning Rush,1
22036,Hoodi,12.99199,77.71498,Weekday,4190,10,3,24,Low,0,Weekday,Midday,0
35198,Hoodi,12.99191,77.7158,Weekday,4190,14,4,99,Very High,3,Weekday,Midday,0
38420,Hoodi,12.9923,77.7161,Weekday,4190,9,4,127,Very High,3,Weekday,Midday,1
38419,Hoodi Metro Station,12.98863,77.7115,Weekday,4190,16,5,23,Low,0,Weekend,Midday,0
25936,Hoovinayakanahalli,13.14795,77.6898,Weekday,4190,21,5,49,Medium,1,Weekend,Night,0
32942,Hoovinayakanahalli,13.148,77.68982,Weekday,4190,8,3,75,High,2,Weekday,Morning Rush,1
36544,Hoovinayakanahalli Gate,13.15575,77.68101,Weekday,4190,20,1,78,High,2,Weekday,Night,0
20836,Hope Farm,12.98429,77.75261,Weekday,4190,12,6,9,Low,0,Weekend,Midday,0
20837,Hope Farm,12.98382,77.75189,Weekday,4190,11,6,46,Medium,1,Weekend,Midday,0
22037,Hope Farm,12.98376,77.75305,Weekday,4190,13,0,40,Medium,1,Weekday,Midday,0
22038,Hope Farm,12.98273,77.75223,Weekday,4190,8,2,18,Low,0,Weekday,Morning Rush,1
37509,Hope Farm,12.9843,77.75148,Weekday,4190,10,4,76,High,2,Weekday,Midday,0
25941,Horamavu,13.02646,77.66083,Weekday,4190,15,2,99,Very High,3,Weekday,Midday,0
32943,Horamavu,13.02653,77.66096,Weekday,4190,9,0,88,High,2,Weekday,Midday,1
25944,Horamavu Agara,13.03728,77.65718,Weekday,4190,20,5,18,Low,0,Weekend,Night,0
32944,Horamavu Agara,13.03676,77.65487,Weekday,4190,18,6,72,High,2,Weekend,Evening Rush,1
32945,Horamavu Agara,13.03673,77.65488,Weekday,4190,9,4,124,Very High,3,Weekday,Midday,1
20838,Horamavu Signal,13.01966,77.65437,Weekday,4190,9,2,112,Very High,3,Weekday,Midday,1
20839,Horamavu Signal,13.01961,77.65385,Weekday,4190,15,5,67,High,2,Weekend,Midday,0
25949,Horamavu Signal,13.01889,77.65551,Weekday,4190,13,0,84,High,2,Weekday,Midday,0
32947,Horamavu Signal,13.0194,77.65576,Weekday,4190,11,2,33,Medium,1,Weekday,Midday,0
23550,Hosa Doddy Gate,12.76458,77.48755,Weekday,4190,8,6,100,Very High,3,Weekend,Morning Rush,1
23628,Hosa Doddy Gate,12.76455,77.48741,Weekday,4190,15,1,41,Medium,1,Weekday,Midday,0
25953,Hosa Hudya,13.23656,77.55107,Weekday,4190,10,5,67,High,2,Weekend,Midday,0
32950,Hosa Hudya,13.23658,77.55096,Weekday,4190,11,0,28,Low,0,Weekday,Midday,0
20840,Hosa Road,12.87074,77.65298,Weekday,4190,10,2,75,High,2,Weekday,Midday,0
20841,Hosa Road,12.86988,77.65299,Weekday,4190,11,6,48,Medium,1,Weekend,Midday,0
32951,Hosa Road,12.87041,77.65403,Weekday,4190,13,1,75,High,2,Weekday,Midday,0
38357,Hosa Road,12.87033,77.65368,Weekday,4190,12,1,24,Low,0,Weekday,Midday,0
35788,Hosa Road FLY,12.87051,77.65297,Weekday,4190,10,0,94,Very High,3,Weekday,Midday,0
35789,Hosa Road FLY,12.86927,77.65376,Weekday,4190,15,3,44,Medium,1,Weekday,Midday,0
22040,Hosahalli,13.13586,77.71815,Weekday,4190,11,6,54,Medium,1,Weekend,Midday,0
22041,Hosahalli,13.13567,77.71774,Weekday,4190,19,6,37,Medium,1,Weekend,Evening Rush,1
25960,Hosahalli,12.96315,77.4539,Weekday,4190,9,4,145,Very High,3,Weekday,Midday,1
32953,Hosahalli,12.79294,77.67845,Weekday,4190,17,0,24,Low,0,Weekday,Evening Rush,1
32954,Hosahalli,12.79309,77.6785,Weekday,4190,14,1,15,Low,0,Weekday,Midday,0
32955,Hosahalli,12.96327,77.45386,Weekday,4190,18,1,63,High,2,Weekday,Evening Rush,1
35146,Hosahalli,12.92028,77.74168,Weekday,4190,9,0,100,Very High,3,Weekday,Midday,1
35260,Hosahalli,12.92025,77.74168,Weekday,4190,6,3,58,Medium,1,Weekday,Morning Rush,0
25966,Hosahalli Cross Devanagondi,12.9747,77.82966,Weekday,4190,12,4,26,Low,0,Weekday,Midday,0
32957,Hosahalli Cross Devanagondi,12.97485,77.82955,Weekday,4190,12,2,51,Medium,1,Weekday,Midday,0
32958,Hosahalli Cross Devanagondi,12.97479,77.82971,Weekday,4190,9,0,121,Very High,3,Weekday,Midday,1
32959,Hosahalli Cross Devanagondi,12.9747,77.82951,Weekday,4190,18,4,73,High,2,Weekday,Evening Rush,1
38577,Hosahalli Gate (Rathnam Hotel),13.20438,77.26522,Weekday,4190,19,6,57,Medium,1,Weekend,Evening Rush,1
38578,Hosahalli Gate (Rathnam Hotel),13.20446,77.2654,Weekday,4190,8,4,120,Very High,3,Weekday,Morning Rush,1
25968,Hosahalli Kodagalahatti,13.14328,77.64284,Weekday,4190,13,5,55,Medium,1,Weekend,Midday,0
32960,Hosahalli Kodagalahatti,13.14327,77.6428,Weekday,4190,10,1,77,High,2,Weekday,Midday,0
30375,Hosahalli Road Junction,12.98808,77.47537,Weekday,4190,21,2,10,Low,0,Weekday,Night,0
25972,Hosahallipalya,13.12758,77.45414,Weekday,4190,15,0,88,High,2,Weekday,Midday,0
32962,Hosahallipalya,13.12753,77.4541,Weekday,4190,12,1,98,Very High,3,Weekday,Midday,0
20842,Hosakerehalli  Junction,12.93043,77.54361,Weekday,4190,9,5,64,High,2,Weekend,Midday,1
20843,Hosakerehalli  Junction,12.93044,77.54342,Weekday,4190,9,5,46,Medium,1,Weekend,Midday,1
35951,Hosakerehalli  Junction,12.93067,77.54353,Weekday,4190,13,1,78,High,2,Weekday,Midday,0
20844,Hosakerehalli Petrol Bunk,12.9337,77.53936,Weekday,4190,19,3,21,Low,0,Weekday,Evening Rush,1
20845,Hosakerehalli Petrol Bunk,12.933,77.54018,Weekday,4190,13,4,26,Low,0,Weekday,Midday,0
25990,Hosakote Ayyappa Temple,13.07,77.78695,Weekday,4190,7,0,93,Very High,3,Weekday,Morning Rush,1
32974,Hosakote Ayyappa Temple,13.07003,77.78701,Weekday,4190,19,0,91,Very High,3,Weekday,Evening Rush,1
37604,Hosakote BEO office,13.07339,77.78294,Weekday,4190,7,0,34,Medium,1,Weekday,Morning Rush,1
22046,Hosakote Bus Stand (Old),13.0787,77.78774,Weekday,4190,8,1,57,Medium,1,Weekday,Morning Rush,1
37685,Hosakote Bus Stand (Old),13.07877,77.78704,Weekday,4190,20,6,11,Low,0,Weekend,Night,0
36152,Hosakote Bus Station (TTMC),13.07031,77.78468,Weekday,4190,17,3,15,Low,0,Weekday,Evening Rush,1
22048,Hosakote Flower Market,13.07531,77.78637,Weekday,4190,17,2,57,Medium,1,Weekday,Evening Rush,1
22049,Hosakote Flower Market,13.07531,77.78639,Weekday,4190,8,5,47,Medium,1,Weekend,Morning Rush,1
32975,Hosakote Govt Hospital,13.07772,77.80173,Weekday,4190,6,1,60,Medium,1,Weekday,Morning Rush,0
32976,Hosakote Govt Hospital,13.07725,77.80168,Weekday,4190,20,6,32,Medium,1,Weekend,Night,0
32977,Hosakote Govt Hospital,13.07754,77.80208,Weekday,4190,19,2,117,Very High,3,Weekday,Evening Rush,1
22050,Hosakote High School,13.07048,77.78364,Weekday,4190,8,5,65,High,2,Weekend,Morning Rush,1
22051,Hosakote High School,13.07012,77.78375,Weekday,4190,11,5,42,Medium,1,Weekend,Midday,0
25997,Hosakote K E B Circle,13.072,77.78705,Weekday,4190,13,3,97,Very High,3,Weekday,Midday,0
32978,Hosakote K E B Circle,13.07232,77.78701,Weekday,4190,18,4,138,Very High,3,Weekday,Evening Rush,1
37686,Hosakote K E B Circle,13.07183,77.78673,Weekday,4190,17,0,31,Medium,1,Weekday,Evening Rush,1
22054,Hosakote Kodi,13.0565,77.76741,Weekday,4190,19,2,91,Very High,3,Weekday,Evening Rush,1
22055,Hosakote Kodi,13.05627,77.76775,Weekday,4190,15,1,10,Low,0,Weekday,Midday,0
22056,Hosakote Toll,13.05963,77.77057,Weekday,4190,11,2,16,Low,0,Weekday,Midday,0
22057,Hosakote Toll,13.0594,77.77087,Weekday,4190,10,4,26,Low,0,Weekday,Midday,0
38560,Hosakote Toll (Volvo),13.05978,77.77072,Weekday,4190,20,0,52,Medium,1,Weekday,Night,0
38561,Hosakote Toll (Volvo),13.05943,77.77099,Weekday,4190,9,2,120,Very High,3,Weekday,Midday,1
25980,Hosapalya,12.92463,77.39699,Weekday,4190,21,4,26,Low,0,Weekday,Night,0
32963,Hosapalya,12.91078,77.4502,Weekday,4190,8,1,102,Very High,3,Weekday,Morning Rush,1
32964,Hosapalya,12.91064,77.45016,Weekday,4190,21,3,12,Low,0,Weekday,Night,0
32965,Hosapalya,12.95059,77.3574,Weekday,4190,18,6,39,Medium,1,Weekend,Evening Rush,1
32966,Hosapalya,12.92459,77.39703,Weekday,4190,9,5,32,Medium,1,Weekend,Midday,1
32967,Hosapalya,12.9507,77.35744,Weekday,4190,19,1,70,High,2,Weekday,Evening Rush,1
32968,Hosapalya,13.01128,77.30313,Weekday,4190,12,0,63,High,2,Weekday,Midday,0
32969,Hosapalya,13.0113,77.3032,Weekday,4190,6,5,41,Medium,1,Weekend,Morning Rush,0
25982,Hosapalya Colony,12.84361,77.47559,Weekday,4190,12,6,54,Medium,1,Weekend,Midday,0
32970,Hosapalya Colony,12.84346,77.47564,Weekday,4190,6,1,39,Medium,1,Weekday,Morning Rush,0
23924,Hosapalya Kudlu Gate,12.89735,77.64534,Weekday,4190,7,1,48,Medium,1,Weekday,Morning Rush,1
36134,Hosapalya Kudlu Gate,12.89737,77.64538,Weekday,4190,20,1,94,Very High,3,Weekday,Night,0
25984,Hosapete,13.27191,77.84476,Weekday,4190,9,1,148,Very High,3,Weekday,Midday,1
32971,Hosapete,13.27163,77.84464,Weekday,4190,6,5,39,Medium,1,Weekend,Morning Rush,0
25987,Hosapete Gate,12.9511,77.23737,Weekday,4190,16,0,30,Low,0,Weekday,Midday,0
32972,Hosapete Gate,12.95116,77.23723,Weekday,4190,17,6,30,Low,0,Weekend,Evening Rush,1
32973,Hosapete Gate,12.95118,77.23744,Weekday,4190,16,4,32,Medium,1,Weekday,Midday,0
22042,Hoskerehalli,12.93085,77.53971,Weekday,4190,20,2,77,High,2,Weekday,Night,0
22043,Hoskerehalli,12.93078,77.53967,Weekday,4190,16,3,30,Low,0,Weekday,Midday,0
22044,Hoskerehalli Cross,12.93247,77.54519,Weekday,4190,14,6,21,Low,0,Weekend,Midday,0
22045,Hoskerehalli Cross,12.93293,77.5454,Weekday,4190,17,2,15,Low,0,Weekday,Evening Rush,1
29088,Hoskerehalli Kerekodi,12.92961,77.5347,Weekday,4190,11,2,24,Low,0,Weekday,Midday,0
33976,Hoskerehalli Kerekodi,12.92955,77.53471,Weekday,4190,18,3,39,Medium,1,Weekday,Evening Rush,1
22058,Hosmat Hospital,12.96879,77.61333,Weekday,4190,6,6,42,Medium,1,Weekend,Morning Rush,0
20846,Hosmat Hospital (DIG Office),12.96893,77.61529,Weekday,4190,6,5,50,Medium,1,Weekend,Morning Rush,0
20880,Hosur Road Junction,12.93215,77.61323,Weekday,4190,11,0,23,Low,0,Weekday,Midday,0
20881,Hosur Road junction,12.93203,77.61318,Weekday,4190,9,3,102,Very High,3,Weekday,Midday,1
23817,Hosur Road junction,12.93337,77.6128,Weekday,4190,9,0,138,Very High,3,Weekday,Midday,1
24356,Hosur Road junction 1,12.93214,77.61363,Weekday,4190,21,5,41,Medium,1,Weekend,Night,0
26002,Hosuru,13.16047,77.33484,Weekday,4190,20,2,43,Medium,1,Weekday,Night,0
32980,Hosuru,13.16053,77.33475,Weekday,4190,16,0,15,Low,0,Weekday,Midday,0
22059,Hosuru Bande,13.10601,77.66071,Weekday,4190,20,5,40,Medium,1,Weekend,Night,0
22060,Hosuru Bande,13.10601,77.66086,Weekday,4190,11,5,10,Low,0,Weekend,Midday,0
26004,Hotel Emerald,13.08266,77.81852,Weekday,4190,20,4,78,High,2,Weekday,Night,0
32981,Hotel Emerald,13.08306,77.81843,Weekday,4190,19,3,24,Low,0,Weekday,Evening Rush,1
26006,Hoysala Nagara,13.01668,77.66891,Weekday,4190,17,4,129,Very High,3,Weekday,Evening Rush,1
32982,Hoysala Nagara,13.01669,77.66888,Weekday,4190,16,2,60,Medium,1,Weekday,Midday,0
26008,Hoysalanagara Vinayaka Circle,13.01992,77.66603,Weekday,4190,12,3,10,Low,0,Weekday,Midday,0
32983,Hoysalanagara Vinayaka Circle,13.01975,77.66602,Weekday,4190,14,2,22,Low,0,Weekday,Midday,0
39379,Huchammanadoddi,12.71286,77.39131,Weekday,4190,15,4,52,Medium,1,Weekday,Midday,0
39380,Huchammanadoddi,12.71287,77.39128,Weekday,4190,21,6,25,Low,0,Weekend,Night,0
26033,Hugarapalya,12.73341,77.4606,Weekday,4190,10,5,56,Medium,1,Weekend,Midday,0
32989,Hugarapalya,12.73345,77.4606,Weekday,4190,14,2,12,Low,0,Weekday,Midday,0
26036,Hulimangala,12.81782,77.63721,Weekday,4190,9,3,100,Very High,3,Weekday,Midday,1
35216,Hulimangala,12.81771,77.63712,Weekday,4190,18,3,147,Very High,3,Weekday,Evening Rush,1
37896,Hulimangala,12.95649,77.89969,Weekday,4190,15,2,26,Low,0,Weekday,Midday,0
37897,Hulimangala,12.95653,77.89965,Weekday,4190,7,3,81,High,2,Weekday,Morning Rush,1
26040,Hulimangala Cross,12.82719,77.62316,Weekday,4190,8,5,91,Very High,3,Weekend,Morning Rush,1
32991,Hulimangala Cross,12.82717,77.62312,Weekday,4190,18,6,70,High,2,Weekend,Evening Rush,1
32992,Hulimangala Cross,12.81394,77.63736,Weekday,4190,16,5,45,Medium,1,Weekend,Midday,0
32993,Hulimangala Cross,12.8139,77.63752,Weekday,4190,6,3,63,High,2,Weekday,Morning Rush,0
36228,Hulimangala Hosakote,12.96212,77.89883,Weekday,4190,19,2,144,Very High,3,Weekday,Evening Rush,1
26042,Hulimavu,12.87702,77.6024,Weekday,4190,19,4,145,Very High,3,Weekday,Evening Rush,1
32994,Hulimavu,12.87718,77.60221,Weekday,4190,11,3,38,Medium,1,Weekday,Midday,0
22749,Hulimavu Gate,12.8822,77.59623,Weekday,4190,18,3,94,Very High,3,Weekday,Evening Rush,1
22763,Hulimavu Gate,12.88167,77.59589,Weekday,4190,11,3,36,Medium,1,Weekday,Midday,0
24146,Hullahalli Cross,12.82761,77.62325,Weekday,4190,6,3,54,Medium,1,Weekday,Morning Rush,0
24156,Hullahalli Cross,12.82802,77.62331,Weekday,4190,16,2,96,Very High,3,Weekday,Midday,0
24155,Hullahalli Village,12.8263,77.61561,Weekday,4190,18,4,60,Medium,1,Weekday,Evening Rush,1
26045,Hullegowdanahalli,13.06041,77.40654,Weekday,4190,8,4,67,High,2,Weekday,Morning Rush,1
32995,Hullegowdanahalli,13.06047,77.40653,Weekday,4190,10,0,90,High,2,Weekday,Midday,0
26035,Hullegowdanahalli Cross,13.06843,77.39472,Weekday,4190,8,3,105,Very High,3,Weekday,Morning Rush,1
32990,Hullegowdanahalli Cross,13.06838,77.39468,Weekday,4190,15,3,46,Medium,1,Weekday,Midday,0
26051,Huluvenahalli,12.88935,77.18402,Weekday,4190,8,0,114,Very High,3,Weekday,Morning Rush,1
32997,Huluvenahalli,12.88929,77.184,Weekday,4190,19,4,67,High,2,Weekday,Evening Rush,1
32998,Huluvenahalli,12.91955,77.36538,Weekday,4190,15,1,14,Low,0,Weekday,Midday,0
26053,Huluvenahalli Gate,12.92005,77.3686,Weekday,4190,8,5,57,Medium,1,Weekend,Morning Rush,1
33000,Huluvenahalli Gate,12.92007,77.36864,Weekday,4190,10,1,88,High,2,Weekday,Midday,0
26056,Hunasamaranahalli,13.14433,77.6181,Weekday,4190,18,4,91,Very High,3,Weekday,Evening Rush,1
33001,Hunasamaranahalli,13.14519,77.6174,Weekday,4190,21,6,40,Medium,1,Weekend,Night,0
33002,Hunasamaranahalli,13.14427,77.61777,Weekday,4190,10,3,15,Low,0,Weekday,Midday,0
39280,Hunasamaranahalli FLY,13.1443,77.61742,Weekday,4190,9,1,28,Low,0,Weekday,Midday,1
39281,Hunasamaranahalli FLY,13.14434,77.61759,Weekday,4190,6,2,32,Medium,1,Weekday,Morning Rush,0
26058,Hunaseghattapalya,13.02603,77.34856,Weekday,4190,10,2,26,Low,0,Weekday,Midday,0
33003,Hunaseghattapalya,13.02596,77.34853,Weekday,4190,15,0,93,Very High,3,Weekday,Midday,0
21534,Hunasemara,12.97532,77.56521,Weekday,4190,21,4,53,Medium,1,Weekday,Night,0
21535,Hunasemara,12.97528,77.56504,Weekday,4190,10,4,50,Medium,1,Weekday,Midday,0
22061,Hunasemara,12.91966,77.57423,Weekday,4190,9,1,36,Medium,1,Weekday,Midday,1
26060,Hunasemaradapalya,12.91524,77.44476,Weekday,4190,11,3,53,Medium,1,Weekday,Midday,0
33004,Hunasemaradapalya,12.91521,77.44486,Weekday,4190,15,4,67,High,2,Weekday,Midday,0
26062,Hunasenahalli,13.00964,77.82591,Weekday,4190,9,1,142,Very High,3,Weekday,Midday,1
33005,Hunasenahalli,13.00966,77.82599,Weekday,4190,19,1,88,High,2,Weekday,Evening Rush,1
26064,Hunasuru,13.18006,77.71258,Weekday,4190,12,5,42,Medium,1,Weekend,Midday,0
33006,Hunasuru,13.1801,77.71253,Weekday,4190,12,5,55,Medium,1,Weekend,Midday,0
38623,Hunasuru Junction,13.18086,77.71474,Weekday,4190,7,4,115,Very High,3,Weekday,Morning Rush,1
38624,Hunasuru Junction,13.1809,77.71486,Weekday,4190,8,1,108,Very High,3,Weekday,Morning Rush,1
26068,Hunnigere,12.92291,77.36866,Weekday,4190,6,0,67,High,2,Weekday,Morning Rush,0
33007,Hunnigere,13.0326,77.39647,Weekday,4190,13,0,32,Medium,1,Weekday,Midday,0
33008,Hunnigere,12.92292,77.36871,Weekday,4190,14,5,37,Medium,1,Weekend,Midday,0
33009,Hunnigere,13.03263,77.3964,Weekday,4190,9,4,138,Very High,3,Weekday,Midday,1
26070,Hunnigere Cross,13.03928,77.39112,Weekday,4190,11,3,53,Medium,1,Weekday,Midday,0
33010,Hunnigere Cross,13.03914,77.39107,Weekday,4190,14,6,42,Medium,1,Weekend,Midday,0
37329,Huralagere,12.98836,77.90083,Weekday,4190,11,0,76,High,2,Weekday,Midday,0
37330,Huralagere,12.98833,77.9009,Weekday,4190,19,0,55,Medium,1,Weekday,Evening Rush,1
20847,Hurali Chikkanahalli,13.11592,77.48276,Weekday,4190,17,5,79,High,2,Weekend,Evening Rush,1
21536,Hurali Chikkanahalli,13.1159,77.48279,Weekday,4190,17,5,91,Very High,3,Weekend,Evening Rush,1
26076,Huskur,13.06061,77.76269,Weekday,4190,17,4,40,Medium,1,Weekday,Evening Rush,1
33012,Huskur,13.06053,77.76261,Weekday,4190,14,5,25,Low,0,Weekend,Midday,0
33013,Huskur,12.86143,77.70516,Weekday,4190,20,2,60,Medium,1,Weekday,Night,0
33014,Huskur,12.86147,77.70524,Weekday,4190,9,6,72,High,2,Weekend,Midday,1
26078,Huskur Bare,13.13697,77.43924,Weekday,4190,13,1,83,High,2,Weekday,Midday,0
33015,Huskur Bare,13.137,77.43923,Weekday,4190,14,0,58,Medium,1,Weekday,Midday,0
26080,Huskur Cross,13.12048,77.42319,Weekday,4190,9,2,36,Medium,1,Weekday,Midday,1
33016,Huskur Cross,13.12046,77.42314,Weekday,4190,10,3,92,Very High,3,Weekday,Midday,0
22063,Huskur Gate,12.8361,77.67942,Weekday,4190,19,2,123,Very High,3,Weekday,Evening Rush,1
22064,Huskur Gate,12.83603,77.67916,Weekday,4190,13,4,77,High,2,Weekday,Midday,0
23499,Huskur Gate,12.83633,77.67952,Weekday,4190,17,3,36,Medium,1,Weekday,Evening Rush,1
26082,Huskur Village,13.12328,77.43096,Weekday,4190,15,3,60,Medium,1,Weekday,Midday,0
33017,Huskur Village,13.12327,77.43106,Weekday,4190,19,5,59,Medium,1,Weekend,Evening Rush,1
31518,Huttanahalli,13.16555,77.65147,Weekday,4190,11,2,81,High,2,Weekday,Midday,0
34940,Huttanahalli,13.16563,77.65163,Weekday,4190,17,4,15,Low,0,Weekday,Evening Rush,1
37947,Huttanahalli Basaveshwara Circle,13.16275,77.64701,Weekday,4190,12,0,16,Low,0,Weekday,Midday,0
39463,Huttanahalli Basaveshwara Circle,13.16269,77.64701,Weekday,4190,8,6,65,High,2,Weekend,Morning Rush,1
39464,Huttanahalli Dinne,13.1586,77.64661,Weekday,4190,12,5,28,Low,0,Weekend,Midday,0
39465,Huttanahalli Dinne,13.15864,77.64662,Weekday,4190,17,2,40,Medium,1,Weekday,Evening Rush,1
26084,Hyadalu,13.1401,77.41028,Weekday,4190,19,0,31,Medium,1,Weekday,Evening Rush,1
33018,Hyadalu,13.1401,77.41023,Weekday,4190,13,2,57,Medium,1,Weekday,Midday,0
38975,Hyundai Showroom Mysore Road,12.92703,77.50166,Weekday,4190,15,5,27,Low,0,Weekend,Midday,0
38976,Hyundai Showroom Mysore Road,12.92754,77.50204,Weekday,4190,21,0,16,Low,0,Weekday,Night,0
26088,I Basapura,13.24219,77.82194,Weekday,4190,21,5,8,Low,0,Weekend,Night,0
33019,I Basapura,13.24273,77.82252,Weekday,4190,11,2,72,High,2,Weekday,Midday,0
33020,I Basapura,13.2427,77.82258,Weekday,4190,20,3,15,Low,0,Weekday,Night,0
20848,I Gate,12.97717,77.71882,Weekday,4190,15,6,16,Low,0,Weekend,Midday,0
20849,I Gate,12.97734,77.71863,Weekday,4190,14,1,80,High,2,Weekday,Midday,0
22065,IAF Jalahalli,13.0536,77.5308,Weekday,4190,18,6,54,Medium,1,Weekend,Evening Rush,1
22066,IAF Jalahalli,13.05358,77.53075,Weekday,4190,11,3,90,High,2,Weekday,Midday,0
26093,IBM Gate,13.05757,77.62631,Weekday,4190,17,5,28,Low,0,Weekend,Evening Rush,1
33022,IBM Gate,13.05762,77.62624,Weekday,4190,14,6,21,Low,0,Weekend,Midday,0
38828,IGNOU Singena Agrahara,12.83796,77.70286,Weekday,4190,18,5,73,High,2,Weekend,Evening Rush,1
38829,IGNOU Singena Agrahara,12.83793,77.7028,Weekday,4190,9,5,73,High,2,Weekend,Midday,1
39016,IIHS Bettanapalya,12.91852,77.43843,Weekday,4190,13,0,62,High,2,Weekday,Midday,0
39018,IIHS Sadashivanagara,13.00544,77.58069,Weekday,4190,16,4,35,Medium,1,Weekday,Midday,0
27947,IOC Circle,13.00488,77.63714,Weekday,4190,9,5,51,Medium,1,Weekend,Midday,1
38887,ISHA FOUNDATION,13.47421,77.69952,Weekday,4190,7,6,101,Very High,3,Weekend,Morning Rush,1
38914,ISKCON Temple Maruthinagara,12.8878,77.54888,Weekday,4190,15,6,11,Low,0,Weekend,Midday,0
22080,ISRO Layout,12.89978,77.5585,Weekday,4190,16,6,21,Low,0,Weekend,Midday,0
22081,ISRO Layout,12.89958,77.5583,Weekday,4190,14,3,52,Medium,1,Weekday,Midday,0
26164,ISRO Layout CRPF,13.1349,77.58288,Weekday,4190,10,1,30,Low,0,Weekday,Midday,0
33050,ISRO Layout CRPF,13.13492,77.58284,Weekday,4190,9,5,12,Low,0,Weekend,Midday,1
36395,ISRO Murugeshpalya,12.95961,77.65453,Weekday,4190,7,5,42,Medium,1,Weekend,Morning Rush,1
26166,ISRO Quarters Jalahalli,13.04513,77.5349,Weekday,4190,6,5,25,Low,0,Weekend,Morning Rush,0
33051,ISRO Quarters Jalahalli,13.04509,77.53484,Weekday,4190,16,0,36,Medium,1,Weekday,Midday,0
26174,IT Park Bagalur,13.16094,77.70835,Weekday,4190,12,5,57,Medium,1,Weekend,Midday,0
26175,IT Park ಭagalur,13.16089,77.70854,Weekday,4190,11,3,66,High,2,Weekday,Midday,0
22082,ITC Factory,12.99821,77.62324,Weekday,4190,20,2,42,Medium,1,Weekday,Night,0
22083,ITC Factory,12.9986,77.62211,Weekday,4190,20,4,99,Very High,3,Weekday,Night,0
26177,ITC Factory,13.18669,77.64285,Weekday,4190,7,6,55,Medium,1,Weekend,Morning Rush,1
33055,ITC Factory,13.18644,77.64325,Weekday,4190,21,5,36,Medium,1,Weekend,Night,0
36721,ITC Factory,12.99839,77.62389,Weekday,4190,13,0,40,Medium,1,Weekday,Midday,0
38562,ITC Factory Fly,12.99847,77.62384,Weekday,4190,16,3,74,High,2,Weekday,Midday,0
22084,ITI Circle,13.0079,77.68338,Weekday,4190,9,5,97,Very High,3,Weekend,Midday,1
22085,ITI Circle,13.00782,77.68335,Weekday,4190,13,0,85,High,2,Weekday,Midday,0
20863,ITI Colony Gate,13.00532,77.68522,Weekday,4190,20,2,26,Low,0,Weekday,Night,0
20864,ITI Colony Gate,13.00503,77.68506,Weekday,4190,21,1,24,Low,0,Weekday,Night,0
22086,ITI Colony Gate,13.00516,77.6849,Weekday,4190,12,5,30,Low,0,Weekend,Midday,0
35948,ITI Colony Gate,13.00519,77.685,Weekday,4190,10,3,89,High,2,Weekday,Midday,0
33056,ITI Layout,13.03394,77.56869,Weekday,4190,15,0,13,Low,0,Weekday,Midday,0
33057,ITI Layout,12.93346,77.55777,Weekday,4190,15,0,81,High,2,Weekday,Midday,0
